Name: STRATO3, HW Version: 1.1, SW Version: 2.0, SN: 1001005000044
#;Up-Time;UTC;Date;RMC Valid;Sats in use;Latitude;Longitude;Speed over Ground [knots];Speed over Ground [km/h];Course over Ground;Altitude NN [m];Board: Temp [C];Extern: Temp [C];Extern: Hum [perc];Extern: Press [hPa];Batt Voltage [V];Logger Status
$;00:05:47;09:51:20;04.10.2022;Y;09;54 03.91380 N;009 59.04364 E;0.144;0.2;;17.5;21.375;17.500;67.116;1020.880;9.1;66673
$;00:05:49;09:51:22;04.10.2022;Y;09;54 03.91381 N;009 59.04363 E;0.054;0.1;;17.6;21.375;17.500;67.116;1020.960;9.1;66673
$;00:05:51;09:51:24;04.10.2022;Y;04;54 03.91423 N;009 59.04352 E;2.705;5.0;;17.2;21.375;17.250;67.116;1021.20;9.1;66673
$;00:05:53;09:51:26;04.10.2022;Y;07;54 03.91475 N;009 59.04275 E;0.156;0.2;;17.6;21.375;17.500;67.116;1020.890;9.1;66673
$;00:05:55;09:51:28;04.10.2022;Y;09;54 03.91485 N;009 59.04230 E;0.209;0.3;;17.4;21.375;17.625;67.108;1021.0;9.1;66673
$;00:05:57;09:51:30;04.10.2022;Y;05;54 03.91525 N;009 59.04287 E;2.938;5.4;;17.3;21.500;17.500;67.85;1020.900;9.1;66673
$;00:05:59;09:51:32;04.10.2022;Y;09;54 03.91527 N;009 59.04340 E;0.236;0.4;;16.7;21.250;17.375;66.963;1020.979;9.1;66673
$;00:06:01;09:51:34;04.10.2022;Y;08;54 03.91529 N;009 59.04331 E;0.166;0.3;;17.0;21.375;17.375;66.734;1020.830;9.1;66673
$;00:06:03;09:51:36;04.10.2022;Y;09;54 03.91532 N;009 59.04315 E;0.139;0.2;;17.2;21.375;17.375;66.452;1020.960;9.1;66673
$;00:06:05;09:51:38;04.10.2022;Y;09;54 03.91522 N;009 59.04333 E;0.270;0.5;;16.8;21.250;17.500;66.246;1020.900;9.1;66673
$;00:06:07;09:51:40;04.10.2022;Y;09;54 03.91507 N;009 59.04353 E;0.105;0.1;;17.0;21.250;17.500;66.109;1020.880;9.1;66673
$;00:06:09;09:51:42;04.10.2022;Y;08;54 03.91506 N;009 59.04357 E;0.270;0.5;;17.0;21.375;17.500;66.48;1020.919;9.1;66673
$;00:06:11;09:51:44;04.10.2022;Y;09;54 03.91498 N;009 59.04356 E;0.166;0.3;;16.8;21.250;17.500;65.987;1020.940;9.1;66673
$;00:06:13;09:51:46;04.10.2022;Y;09;54 03.91487 N;009 59.04342 E;0.163;0.3;;16.9;21.250;17.375;65.910;1020.799;9.1;66673
$;00:06:15;09:51:48;04.10.2022;Y;09;54 03.91469 N;009 59.04321 E;0.132;0.2;;17.1;21.125;17.375;65.872;1020.880;9.1;66673
$;00:06:17;09:51:50;04.10.2022;Y;09;54 03.91455 N;009 59.04311 E;0.202;0.3;;17.1;21.375;17.375;65.849;1020.900;9.1;66673
$;00:06:19;09:51:52;04.10.2022;Y;09;54 03.91442 N;009 59.04307 E;0.042;0.0;;17.1;21.125;17.625;65.857;1020.880;9.1;66673
$;00:06:21;09:51:54;04.10.2022;Y;09;54 03.91431 N;009 59.04303 E;0.125;0.2;;17.1;21.250;17.625;65.865;1020.840;9.1;66673
$;00:06:23;09:51:56;04.10.2022;Y;09;54 03.91418 N;009 59.04307 E;0.014;0.0;;17.0;21.250;17.500;65.849;1021.30;9.1;66673
$;00:06:25;09:51:58;04.10.2022;Y;09;54 03.91415 N;009 59.04301 E;0.039;0.0;;17.1;21.250;17.375;65.842;1020.789;9.1;66673
$;00:06:27;09:52:00;04.10.2022;Y;09;54 03.91402 N;009 59.04291 E;0.102;0.1;;16.9;21.125;17.500;65.804;1020.919;9.1;66673
$;00:06:29;09:52:02;04.10.2022;Y;09;54 03.91391 N;009 59.04298 E;0.108;0.2;;17.0;21.125;17.625;65.788;1020.849;9.1;66673
$;00:06:31;09:52:04;04.10.2022;Y;09;54 03.91381 N;009 59.04298 E;0.257;0.4;;16.8;21.250;17.625;65.781;1020.770;9.1;66673
$;00:06:33;09:52:06;04.10.2022;Y;09;54 03.91372 N;009 59.04289 E;0.054;0.1;;16.4;21.250;17.250;65.788;1020.869;9.1;66673
$;00:06:35;09:52:08;04.10.2022;Y;09;54 03.91362 N;009 59.04289 E;0.262;0.4;;16.4;21.250;17.625;65.781;1020.919;9.1;66673
$;00:06:37;09:52:10;04.10.2022;Y;09;54 03.91363 N;009 59.04288 E;0.214;0.3;;16.5;21.125;17.625;65.804;1020.840;9.1;66673
$;00:06:39;09:52:12;04.10.2022;Y;09;54 03.91371 N;009 59.04323 E;0.234;0.4;;15.9;21.250;17.375;65.865;1020.840;9.1;66673
$;00:06:41;09:52:14;04.10.2022;Y;09;54 03.91360 N;009 59.04314 E;0.410;0.7;;15.2;21.250;17.500;65.903;1020.780;9.1;66673
$;00:06:43;09:52:16;04.10.2022;Y;09;54 03.91346 N;009 59.04310 E;0.073;0.1;;14.6;21.125;17.500;65.971;1020.799;9.1;66673
$;00:06:45;09:52:18;04.10.2022;Y;09;54 03.91344 N;009 59.04314 E;0.479;0.8;;14.9;21.125;17.500;66.17;1020.909;9.1;66673
$;00:06:47;09:52:20;04.10.2022;Y;09;54 03.91335 N;009 59.04321 E;0.209;0.3;;15.0;21.250;17.500;66.55;1020.869;9.1;66673
$;00:06:49;09:52:22;04.10.2022;Y;09;54 03.91339 N;009 59.04328 E;0.318;0.5;;15.6;21.125;17.500;66.139;1020.750;9.1;66673
$;00:06:51;09:52:24;04.10.2022;Y;08;54 03.91346 N;009 59.04355 E;0.064;0.1;;14.8;21.125;17.250;66.208;1020.919;9.1;66673
$;00:06:53;09:52:26;04.10.2022;Y;09;54 03.91330 N;009 59.04357 E;0.224;0.4;;14.4;21.125;17.500;66.299;1020.900;9.0;66673
$;00:06:55;09:52:28;04.10.2022;Y;09;54 03.91334 N;009 59.04360 E;0.269;0.4;;14.8;21.125;17.500;66.406;1020.820;9.1;66673
$;00:06:57;09:52:30;04.10.2022;Y;09;54 03.91340 N;009 59.04336 E;0.144;0.2;;14.7;21.250;17.375;66.521;1020.760;9.1;66673
$;00:06:59;09:52:32;04.10.2022;Y;09;54 03.91340 N;009 59.04320 E;0.198;0.3;;14.8;21.125;17.250;66.597;1021.30;9.1;66673
$;00:07:01;09:52:34;04.10.2022;Y;09;54 03.91356 N;009 59.04332 E;0.077;0.1;;15.6;21.125;17.375;66.666;1020.840;9.1;66673
$;00:07:03;09:52:36;04.10.2022;Y;09;54 03.91362 N;009 59.04321 E;0.026;0.0;;15.7;21.125;17.375;66.704;1020.859;9.1;66673
$;00:07:05;09:52:38;04.10.2022;Y;09;54 03.91355 N;009 59.04329 E;0.129;0.2;;15.7;21.125;17.625;66.734;1020.820;9.1;66673
$;00:07:07;09:52:40;04.10.2022;Y;08;54 03.91349 N;009 59.04335 E;0.418;0.7;;15.7;21.125;17.375;66.757;1020.780;9.1;66673
$;00:07:09;09:52:42;04.10.2022;Y;09;54 03.91353 N;009 59.04333 E;0.266;0.4;;15.0;21.125;17.250;66.765;1020.760;9.1;66673
$;00:07:11;09:52:44;04.10.2022;Y;09;54 03.91350 N;009 59.04343 E;0.082;0.1;;14.4;21.0;17.375;66.757;1020.780;9.1;66673
$;00:07:13;09:52:46;04.10.2022;Y;09;54 03.91339 N;009 59.04353 E;0.180;0.3;;14.2;21.125;17.500;66.696;1020.789;9.1;66673
$;00:07:15;09:52:48;04.10.2022;Y;09;54 03.91336 N;009 59.04351 E;0.099;0.1;;14.2;21.0;17.375;66.620;1020.729;9.1;66673
$;00:07:17;09:52:50;04.10.2022;Y;09;54 03.91345 N;009 59.04345 E;0.216;0.4;;14.3;21.125;17.500;66.475;1020.770;9.1;66673
$;00:07:19;09:52:52;04.10.2022;Y;09;54 03.91340 N;009 59.04323 E;0.293;0.5;;13.6;21.125;17.375;66.322;1020.479;9.1;66673
$;00:07:21;09:52:54;04.10.2022;Y;09;54 03.91349 N;009 59.04329 E;0.071;0.1;;13.7;21.0;17.375;66.162;1020.840;9.1;66673
$;00:07:23;09:52:56;04.10.2022;Y;09;54 03.91359 N;009 59.04321 E;0.014;0.0;;13.6;21.0;17.500;66.48;1020.789;9.1;66673
$;00:07:25;09:52:58;04.10.2022;Y;09;54 03.91355 N;009 59.04327 E;0.326;0.6;;13.3;21.0;17.250;65.987;1020.669;9.1;66673
$;00:07:27;09:53:00;04.10.2022;Y;09;54 03.91351 N;009 59.04325 E;0.163;0.3;;13.4;21.0;17.500;65.956;1020.809;9.1;66673
$;00:07:29;09:53:02;04.10.2022;Y;09;54 03.91349 N;009 59.04313 E;0.021;0.0;;13.3;21.0;17.250;65.956;1020.830;9.1;66673
$;00:07:31;09:53:04;04.10.2022;Y;10;54 03.91351 N;009 59.04322 E;0.008;0.0;;12.9;20.875;17.500;66.10;1020.880;9.1;66673
$;00:07:33;09:53:06;04.10.2022;Y;10;54 03.91344 N;009 59.04335 E;0.019;0.0;;12.5;21.0;17.375;66.71;1020.890;9.1;66673
$;00:07:35;09:53:08;04.10.2022;Y;10;54 03.91346 N;009 59.04348 E;0.017;0.0;;12.2;21.0;17.625;66.162;1020.900;9.1;66673
$;00:07:37;09:53:10;04.10.2022;Y;10;54 03.91346 N;009 59.04350 E;0.054;0.1;;11.9;21.0;17.250;66.422;1020.989;9.1;66673
$;00:07:39;09:53:12;04.10.2022;Y;10;54 03.91348 N;009 59.04343 E;0.049;0.0;;12.1;20.875;17.375;66.628;1020.799;9.1;66673
$;00:07:41;09:53:14;04.10.2022;Y;10;54 03.91352 N;009 59.04351 E;0.267;0.4;;12.2;20.750;17.500;66.750;1020.909;9.1;66673
$;00:07:43;09:53:16;04.10.2022;Y;10;54 03.91348 N;009 59.04352 E;0.082;0.1;;12.5;20.875;17.500;66.818;1020.919;9.1;66673
$;00:07:45;09:53:18;04.10.2022;Y;10;54 03.91348 N;009 59.04358 E;0.050;0.0;;12.6;20.875;17.500;66.864;1020.909;9.1;66673
$;00:07:47;09:53:20;04.10.2022;Y;10;54 03.91345 N;009 59.04349 E;0.094;0.1;;12.3;21.0;17.375;66.879;1020.760;9.1;66673
$;00:07:49;09:53:22;04.10.2022;Y;10;54 03.91348 N;009 59.04345 E;0.027;0.0;;12.7;20.875;17.250;66.879;1020.840;9.1;66673
$;00:07:51;09:53:24;04.10.2022;Y;10;54 03.91353 N;009 59.04336 E;0.156;0.2;;12.8;21.0;17.500;66.818;1020.840;9.1;66673
$;00:07:53;09:53:26;04.10.2022;Y;10;54 03.91353 N;009 59.04329 E;0.129;0.2;;12.4;20.875;17.375;66.719;1020.880;9.1;66673
$;00:07:55;09:53:28;04.10.2022;Y;10;54 03.91349 N;009 59.04330 E;0.039;0.0;;11.8;21.0;17.125;66.650;1020.849;9.1;66673
$;00:07:57;09:53:30;04.10.2022;Y;10;54 03.91344 N;009 59.04327 E;0.054;0.1;;11.5;21.0;17.250;66.597;1020.830;9.1;66673
$;00:07:59;09:53:32;04.10.2022;Y;10;54 03.91349 N;009 59.04336 E;0.077;0.1;;11.5;21.0;17.375;66.574;1020.809;9.1;66673
$;00:08:01;09:53:34;04.10.2022;Y;10;54 03.91348 N;009 59.04340 E;0.076;0.1;;11.5;20.875;17.500;66.567;1020.859;9.1;66673
$;00:08:03;09:53:36;04.10.2022;Y;10;54 03.91350 N;009 59.04344 E;0.071;0.1;;11.6;20.875;17.500;66.567;1020.940;9.1;66673
$;00:08:05;09:53:38;04.10.2022;Y;10;54 03.91351 N;009 59.04347 E;0.016;0.0;;11.7;20.875;17.375;66.567;1021.10;9.1;66673
$;00:08:07;09:53:40;04.10.2022;Y;10;54 03.91356 N;009 59.04354 E;0.052;0.0;;12.0;20.750;17.375;66.567;1020.859;9.1;66673
$;00:08:09;09:53:42;04.10.2022;Y;10;54 03.91360 N;009 59.04357 E;0.132;0.2;;12.1;20.875;17.375;66.589;1020.929;9.1;66673
$;00:08:11;09:53:44;04.10.2022;Y;10;54 03.91365 N;009 59.04358 E;0.163;0.3;;12.1;21.0;17.375;66.612;1020.859;9.1;66673
$;00:08:13;09:53:46;04.10.2022;Y;10;54 03.91368 N;009 59.04369 E;0.127;0.2;;12.9;20.875;17.125;66.635;1020.950;9.1;66673
$;00:08:15;09:53:48;04.10.2022;Y;10;54 03.91368 N;009 59.04373 E;0.050;0.0;;12.8;21.0;17.375;66.666;1020.840;9.1;66673
$;00:08:17;09:53:50;04.10.2022;Y;10;54 03.91366 N;009 59.04369 E;0.035;0.0;;12.9;20.875;17.250;66.704;1020.960;9.1;66673
$;00:08:19;09:53:52;04.10.2022;Y;10;54 03.91364 N;009 59.04369 E;0.056;0.1;;12.7;20.875;17.250;66.734;1020.849;9.1;66673
$;00:08:21;09:53:54;04.10.2022;Y;10;54 03.91363 N;009 59.04373 E;0.036;0.0;;12.7;20.875;17.250;66.765;1020.919;9.1;66673
$;00:08:23;09:53:56;04.10.2022;Y;10;54 03.91364 N;009 59.04370 E;0.076;0.1;;12.6;20.875;17.375;66.803;1020.929;9.1;66673
$;00:08:25;09:53:58;04.10.2022;Y;10;54 03.91362 N;009 59.04371 E;0.047;0.0;;12.2;20.875;17.125;66.834;1020.739;9.1;66673
$;00:08:27;09:54:00;04.10.2022;Y;10;54 03.91363 N;009 59.04364 E;0.123;0.2;;12.0;20.875;17.375;66.864;1020.890;9.1;66673
$;00:08:29;09:54:02;04.10.2022;Y;10;54 03.91359 N;009 59.04360 E;0.098;0.1;;11.8;21.0;17.125;66.879;1020.859;9.1;66673
$;00:08:31;09:54:04;04.10.2022;Y;10;54 03.91360 N;009 59.04357 E;0.126;0.2;;11.3;20.875;17.250;66.910;1020.909;9.1;66673
$;00:08:33;09:54:06;04.10.2022;Y;10;54 03.91362 N;009 59.04353 E;0.067;0.1;;10.9;21.0;17.250;66.910;1020.820;9.1;66673
$;00:08:35;09:54:08;04.10.2022;Y;10;54 03.91362 N;009 59.04360 E;0.108;0.2;;10.6;21.0;17.250;66.910;1020.840;9.1;66673
$;00:08:37;09:54:10;04.10.2022;Y;10;54 03.91363 N;009 59.04371 E;0.109;0.2;;10.7;20.875;17.250;66.902;1020.830;9.1;66673
$;00:08:39;09:54:12;04.10.2022;Y;10;54 03.91362 N;009 59.04366 E;0.091;0.1;;9.6;20.875;17.250;66.910;1020.950;9.1;66673
$;00:08:41;09:54:14;04.10.2022;Y;10;54 03.91372 N;009 59.04361 E;0.126;0.2;;9.7;20.875;17.500;66.963;1020.950;9.1;66673
$;00:08:43;09:54:16;04.10.2022;Y;10;54 03.91377 N;009 59.04362 E;0.011;0.0;;9.8;20.875;17.375;67.139;1020.809;9.1;66673
$;00:08:45;09:54:18;04.10.2022;Y;10;54 03.91377 N;009 59.04373 E;0.053;0.0;;9.8;21.0;17.250;67.253;1020.719;9.1;66673
$;00:08:47;09:54:20;04.10.2022;Y;10;54 03.91380 N;009 59.04384 E;0.003;0.0;;10.0;21.0;17.500;67.322;1020.840;9.1;66673
$;00:08:49;09:54:22;04.10.2022;Y;10;54 03.91373 N;009 59.04398 E;0.081;0.1;;10.2;21.0;17.375;67.421;1020.859;9.1;66673
$;00:08:51;09:54:24;04.10.2022;Y;10;54 03.91370 N;009 59.04406 E;0.042;0.0;;10.3;20.875;17.250;67.505;1020.840;9.1;66673
$;00:08:53;09:54:26;04.10.2022;Y;10;54 03.91367 N;009 59.04419 E;0.040;0.0;;10.4;20.875;17.250;67.551;1020.859;9.1;66673
$;00:08:55;09:54:28;04.10.2022;Y;10;54 03.91365 N;009 59.04436 E;0.014;0.0;;10.5;21.0;17.375;67.581;1020.960;9.1;66673
$;00:08:57;09:54:30;04.10.2022;Y;10;54 03.91365 N;009 59.04445 E;0.095;0.1;;10.7;21.0;17.500;67.596;1020.969;9.1;66673
$;00:08:59;09:54:32;04.10.2022;Y;10;54 03.91362 N;009 59.04448 E;0.026;0.0;;10.5;21.0;17.250;67.619;1020.780;9.1;66673
$;00:09:01;09:54:34;04.10.2022;Y;10;54 03.91354 N;009 59.04456 E;0.154;0.2;;10.7;21.0;17.500;67.650;1020.919;9.1;66673
$;00:09:03;09:54:36;04.10.2022;Y;10;54 03.91348 N;009 59.04456 E;0.072;0.1;;10.5;21.0;17.500;67.680;1020.919;9.1;66673
$;00:09:05;09:54:38;04.10.2022;Y;10;54 03.91349 N;009 59.04464 E;0.115;0.2;;11.0;21.0;17.375;67.680;1021.20;9.1;66673
$;00:09:07;09:54:40;04.10.2022;Y;10;54 03.91336 N;009 59.04468 E;0.088;0.1;;10.9;21.0;17.250;67.673;1020.830;9.1;66673
$;00:09:09;09:54:42;04.10.2022;Y;10;54 03.91336 N;009 59.04477 E;0.068;0.1;;11.2;21.0;17.250;67.658;1020.830;9.1;66673
$;00:09:11;09:54:44;04.10.2022;Y;10;54 03.91334 N;009 59.04472 E;0.057;0.1;;11.2;21.0;17.375;67.665;1020.830;9.1;66673
$;00:09:13;09:54:46;04.10.2022;Y;10;54 03.91331 N;009 59.04470 E;0.200;0.3;;11.1;21.0;17.250;67.703;1020.989;9.1;66673
$;00:09:15;09:54:48;04.10.2022;Y;10;54 03.91333 N;009 59.04468 E;0.030;0.0;;11.0;21.0;17.250;67.749;1020.989;9.1;66673
$;00:09:17;09:54:50;04.10.2022;Y;10;54 03.91336 N;009 59.04449 E;0.226;0.4;;10.6;21.125;17.250;67.780;1020.820;9.1;66673
$;00:09:19;09:54:52;04.10.2022;Y;10;54 03.91343 N;009 59.04447 E;0.128;0.2;;10.8;21.125;17.375;67.795;1020.929;9.1;66673
$;00:09:21;09:54:54;04.10.2022;Y;10;54 03.91340 N;009 59.04452 E;0.065;0.1;;10.7;21.0;17.125;67.825;1020.929;9.1;66673
$;00:09:23;09:54:56;04.10.2022;Y;10;54 03.91334 N;009 59.04444 E;0.157;0.2;;10.3;21.125;17.375;67.856;1020.909;9.1;66673
$;00:09:25;09:54:58;04.10.2022;Y;10;54 03.91330 N;009 59.04450 E;0.126;0.2;;10.2;21.125;17.375;67.894;1020.919;9.1;66673
$;00:09:27;09:55:00;04.10.2022;Y;10;54 03.91331 N;009 59.04450 E;0.208;0.3;;10.0;21.0;17.250;67.932;1020.770;9.1;66673
$;00:09:29;09:55:02;04.10.2022;Y;10;54 03.91335 N;009 59.04454 E;0.069;0.1;;10.1;21.0;17.375;67.955;1020.859;9.1;66673
$;00:09:31;09:55:04;04.10.2022;Y;10;54 03.91337 N;009 59.04460 E;0.055;0.1;;9.7;21.125;17.375;67.978;1020.869;9.1;66673
$;00:09:33;09:55:06;04.10.2022;Y;10;54 03.91331 N;009 59.04451 E;0.031;0.0;;9.4;21.125;17.375;67.993;1020.890;9.1;66673
$;00:09:35;09:55:08;04.10.2022;Y;10;54 03.91342 N;009 59.04457 E;0.248;0.4;;9.7;21.125;17.250;67.993;1020.960;9.1;66673
$;00:09:37;09:55:10;04.10.2022;Y;10;54 03.91341 N;009 59.04454 E;0.054;0.1;;9.7;21.125;17.250;67.978;1020.929;9.1;66673
$;00:09:39;09:55:12;04.10.2022;Y;10;54 03.91341 N;009 59.04456 E;0.199;0.3;;9.5;21.0;17.375;67.947;1020.919;9.1;66673
$;00:09:41;09:55:14;04.10.2022;Y;10;54 03.91334 N;009 59.04452 E;0.046;0.0;;9.4;21.0;17.500;67.932;1020.799;9.1;66673
$;00:09:43;09:55:16;04.10.2022;Y;10;54 03.91333 N;009 59.04448 E;0.157;0.2;;8.7;21.250;17.375;67.894;1020.919;9.1;66673
$;00:09:45;09:55:18;04.10.2022;Y;10;54 03.91332 N;009 59.04436 E;0.125;0.2;;8.7;21.125;17.375;67.863;1020.849;9.1;66673
$;00:09:47;09:55:20;04.10.2022;Y;10;54 03.91327 N;009 59.04444 E;0.167;0.3;;8.8;21.125;17.625;67.841;1020.710;9.1;66673
$;00:09:49;09:55:22;04.10.2022;Y;10;54 03.91333 N;009 59.04445 E;0.166;0.3;;8.8;21.125;17.500;67.810;1020.780;9.1;66673
$;00:09:51;09:55:24;04.10.2022;Y;10;54 03.91332 N;009 59.04455 E;0.231;0.4;;9.3;21.0;17.500;67.780;1020.840;9.1;66673
$;00:09:53;09:55:26;04.10.2022;Y;10;54 03.91326 N;009 59.04459 E;0.070;0.1;;8.9;21.125;17.250;67.741;1020.919;9.1;66673
$;00:09:55;09:55:28;04.10.2022;Y;10;54 03.91327 N;009 59.04464 E;0.170;0.3;;9.7;21.125;17.375;67.703;1020.940;9.1;66673
$;00:09:57;09:55:30;04.10.2022;Y;10;54 03.91334 N;009 59.04466 E;0.014;0.0;;9.8;21.125;17.500;67.665;1020.820;9.1;66673
$;00:09:59;09:55:32;04.10.2022;Y;10;54 03.91342 N;009 59.04468 E;0.051;0.0;;9.9;21.125;17.250;67.627;1020.830;9.1;66673
$;00:10:01;09:55:34;04.10.2022;Y;10;54 03.91339 N;009 59.04464 E;0.081;0.1;;10.0;21.125;17.250;67.581;1020.900;9.1;66673
$;00:10:03;09:55:36;04.10.2022;Y;10;54 03.91339 N;009 59.04470 E;0.054;0.1;;10.3;21.250;17.375;67.543;1020.890;9.1;66673
$;00:10:05;09:55:38;04.10.2022;Y;10;54 03.91340 N;009 59.04463 E;0.022;0.0;;10.4;21.250;17.500;67.490;1020.830;9.1;66673
$;00:10:07;09:55:40;04.10.2022;Y;10;54 03.91342 N;009 59.04466 E;0.015;0.0;;11.0;21.250;17.500;67.459;1020.929;9.1;66673
$;00:10:09;09:55:42;04.10.2022;Y;10;54 03.91339 N;009 59.04467 E;0.011;0.0;;11.1;21.250;17.375;67.421;1020.820;9.1;66673
$;00:10:11;09:55:44;04.10.2022;Y;10;54 03.91339 N;009 59.04466 E;0.011;0.0;;10.8;21.250;17.500;67.383;1020.989;9.1;66673
$;00:10:13;09:55:46;04.10.2022;Y;10;54 03.91336 N;009 59.04464 E;0.024;0.0;;10.5;21.125;17.625;67.337;1020.830;9.1;66673
$;00:10:15;09:55:48;04.10.2022;Y;10;54 03.91339 N;009 59.04462 E;0.230;0.4;;10.5;21.125;17.625;67.291;1020.890;9.1;66673
$;00:10:17;09:55:50;04.10.2022;Y;10;54 03.91340 N;009 59.04470 E;0.099;0.1;;10.4;21.250;17.500;67.253;1020.789;9.1;66673
$;00:10:19;09:55:52;04.10.2022;Y;10;54 03.91337 N;009 59.04475 E;0.039;0.0;;10.1;21.250;17.375;67.230;1020.919;9.1;66673
$;00:10:21;09:55:54;04.10.2022;Y;10;54 03.91337 N;009 59.04485 E;0.061;0.1;;10.0;21.250;17.625;67.192;1020.900;9.1;66673
$;00:10:23;09:55:56;04.10.2022;Y;10;54 03.91332 N;009 59.04479 E;0.146;0.2;;9.9;21.500;17.500;67.184;1020.789;9.1;66673
$;00:10:25;09:55:58;04.10.2022;Y;10;54 03.91332 N;009 59.04475 E;0.081;0.1;;9.6;21.125;17.500;67.253;1020.809;9.1;66673
$;00:10:27;09:56:00;04.10.2022;Y;10;54 03.91330 N;009 59.04474 E;0.153;0.2;;8.9;21.250;17.500;67.322;1020.739;9.1;66673
$;00:10:29;09:56:02;04.10.2022;Y;10;54 03.91337 N;009 59.04475 E;0.233;0.4;;8.6;21.250;17.500;67.390;1020.770;9.1;66673
$;00:10:31;09:56:04;04.10.2022;Y;10;54 03.91336 N;009 59.04482 E;0.139;0.2;;8.6;21.375;17.375;67.474;1020.929;9.1;66673
$;00:10:33;09:56:06;04.10.2022;Y;10;54 03.91335 N;009 59.04473 E;0.104;0.1;;8.6;21.250;17.250;67.566;1020.909;9.1;66673
$;00:10:35;09:56:08;04.10.2022;Y;10;54 03.91329 N;009 59.04471 E;0.125;0.2;;7.6;21.250;17.500;67.642;1020.789;9.1;66673
$;00:10:37;09:56:10;04.10.2022;Y;10;54 03.91323 N;009 59.04476 E;0.075;0.1;;7.5;21.375;17.375;67.703;1020.859;9.1;66673
$;00:10:39;09:56:12;04.10.2022;Y;10;54 03.91322 N;009 59.04477 E;0.078;0.1;;7.3;21.375;17.625;67.764;1020.890;9.1;66673
$;00:10:41;09:56:14;04.10.2022;Y;10;54 03.91326 N;009 59.04482 E;0.085;0.1;;7.5;21.250;17.250;67.810;1020.780;9.1;66673
$;00:10:43;09:56:16;04.10.2022;Y;10;54 03.91321 N;009 59.04481 E;0.083;0.1;;7.3;21.375;17.250;67.833;1020.880;9.1;66673
$;00:10:45;09:56:18;04.10.2022;Y;10;54 03.91314 N;009 59.04475 E;0.129;0.2;;7.0;21.250;17.375;67.879;1020.859;9.1;66673
$;00:10:47;09:56:20;04.10.2022;Y;10;54 03.91309 N;009 59.04467 E;0.234;0.4;;6.5;21.375;17.500;67.986;1020.750;9.1;66673
$;00:10:49;09:56:22;04.10.2022;Y;10;54 03.91317 N;009 59.04470 E;0.080;0.1;;6.9;21.375;17.375;68.85;1020.969;9.0;66673
$;00:10:51;09:56:24;04.10.2022;Y;10;54 03.91336 N;009 59.04602 E;0.431;0.7;;7.4;21.375;17.375;68.138;1020.900;9.1;66673
$;00:10:53;09:56:26;04.10.2022;Y;10;54 03.91341 N;009 59.04622 E;0.080;0.1;;7.2;21.375;17.500;68.161;1020.840;9.1;66673
$;00:10:55;09:56:28;04.10.2022;Y;10;54 03.91336 N;009 59.04614 E;0.099;0.1;;7.5;21.375;17.500;68.184;1020.880;9.1;66673
$;00:10:57;09:56:30;04.10.2022;Y;10;54 03.91295 N;009 59.04860 E;1.016;1.8;;7.8;21.375;17.375;68.207;1020.880;9.1;66673
$;00:10:59;09:56:32;04.10.2022;Y;10;54 03.91300 N;009 59.04804 E;0.076;0.1;;8.1;21.375;17.500;68.199;1020.869;9.1;66673
$;00:11:01;09:56:34;04.10.2022;Y;10;54 03.91302 N;009 59.04777 E;0.054;0.1;;9.2;21.250;17.250;68.192;1020.900;9.1;66673
$;00:11:03;09:56:36;04.10.2022;Y;10;54 03.91310 N;009 59.04753 E;0.026;0.0;;9.6;21.375;17.250;68.184;1020.849;9.1;66673
$;00:11:05;09:56:38;04.10.2022;Y;10;54 03.91318 N;009 59.04722 E;0.027;0.0;;9.4;21.375;17.125;68.169;1020.830;9.1;66673
$;00:11:07;09:56:40;04.10.2022;Y;10;54 03.91324 N;009 59.04700 E;0.059;0.1;;9.2;21.500;17.375;68.161;1020.820;9.0;66673
$;00:11:09;09:56:42;04.10.2022;Y;10;54 03.91332 N;009 59.04680 E;0.159;0.2;;9.4;21.375;17.375;68.161;1020.989;9.1;66673
$;00:11:11;09:56:44;04.10.2022;Y;10;54 03.91342 N;009 59.04664 E;0.003;0.0;;9.3;21.500;17.375;68.146;1020.859;9.1;66673
$;00:11:13;09:56:46;04.10.2022;Y;10;54 03.91353 N;009 59.04651 E;0.024;0.0;;9.5;21.500;17.125;68.115;1020.840;9.1;66673
$;00:11:15;09:56:48;04.10.2022;Y;10;54 03.91360 N;009 59.04634 E;0.088;0.1;;10.1;21.500;17.250;68.92;1020.940;9.1;66673
$;00:11:17;09:56:50;04.10.2022;Y;10;54 03.91363 N;009 59.04614 E;0.089;0.1;;10.7;21.500;17.375;68.77;1020.890;9.0;66673
$;00:11:19;09:56:52;04.10.2022;Y;10;54 03.91367 N;009 59.04607 E;0.080;0.1;;10.9;21.500;17.500;68.54;1020.880;9.1;66673
$;00:11:21;09:56:54;04.10.2022;Y;10;54 03.91376 N;009 59.04599 E;0.120;0.2;;11.6;21.500;17.250;68.47;1020.890;9.1;66673
$;00:11:23;09:56:56;04.10.2022;Y;10;54 03.91384 N;009 59.04583 E;0.105;0.1;;12.2;21.375;17.250;68.47;1020.919;9.1;66673
$;00:11:25;09:56:58;04.10.2022;Y;10;54 03.91377 N;009 59.04562 E;0.222;0.4;;11.7;21.500;17.250;68.31;1020.809;9.1;66673
